Comment,Label
july!!!!,Neutral
 Which denomination? I`m at the library and everything`s blocked.,Negative
Emoticons by Christian. '  ' http://twitpic.com/66riq,Neutral
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,Positive
" Hey, sorry I got off last night!",Negative
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,Positive
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",Negative
Good episode of Top Gear tonight.,Positive
awhile ago it freaking hot! now it`s wet  turn off!,Negative
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",Neutral
" ta babe, you know me i do love your curried",Positive
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,Neutral
Not found: the thing I was looking for,Neutral
 so sad i have to pay $60,Negative
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,Negative
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",Positive
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",Neutral
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,Negative
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,Positive
my msn crashes way too much  hmph,Negative
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",Negative
At social.  just saw G-1.. Awwww,Positive
hey thanks for the follow  ..,Positive
Enjoyed Star Trek... More please,Positive
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,Neutral
"I can`t sleep, this is so darn frustrating.",Negative
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,Negative
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,Neutral
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,Neutral
I have been awarded my first ever credit card,Positive
 tts ridiculously sweet of you,Positive
 so sorry to hear that,Negative
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,Positive
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,Neutral
Starting the accounts for this year.,Neutral
says Happy Mother`s Day to all the Moms out there.,Positive
" Yay me!  But, what in particular?",Neutral
 I have to work  but I`ll just watch it later.. even though it`s not the same.,Neutral
" Oh, final msg - Why didn`t you review my boardgame BookchaseÃ¯Â¿Â½ when you were on telly? We didn`t even get a nice letter..",Negative
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",Positive
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",Neutral
 then ill post it,Neutral
 it is my honor,Positive
Man i am being boring today not tweeting  How are you guys?,Negative
 yes its the twins  so i wontt be watching,Neutral
Cut my thumb with the saw in small metals   again...,Negative
is loving Mortal Combat right now!,Positive
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,Negative
Now I`m depressed again..ugh!!! HELP!!!,Negative
My spellingis awful on twiiter,Negative
snowbear has finally come out...congrats che and warren,Positive
Oh no she stopped!,Neutral
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)Ã¯Â¿Â½,Negative
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",Positive
screw the fact you can`t post LONG updates on twitter,Negative
**** awake at 2 am !  i hate sickness,Negative
 beat? don`t understand,Neutral
Inspired to blog about something inspirational. Haha.,Positive
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",Positive
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,Negative
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",Neutral
 awwww yur a awesome mother keep up the good work,Positive
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,Negative
  Please don`t get me watching BB too,Neutral
ayy fml. nothing is perfect,Negative
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",Neutral
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,Neutral
not sure where the real state market is moving  confused either hold or go ahead with the plans?,Neutral
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),Neutral
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",Negative
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",Positive
Listening to Busted - 3AM. I miss them,Negative
 Great idea,Positive
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,Positive
would some one plese suggest me a great thriller movie,Positive
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,Neutral
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,Negative
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,Neutral
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,Negative
 I DIDDDD. I MET THEM AGAIN,Neutral
 it is so unfair that all the good rock shows happen only in B`lore and Pune,Positive
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,Positive
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",Positive
Nevermind! Beyonce doesn`t have a Twitter  Haha,Positive
_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,Neutral
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,Positive
" no he sabido nada de ti, this is making me a bit sad I must say!",Negative
I missed the math trade,Negative
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,Positive
In bed with 2 girls,Neutral
 Me too,Neutral
_queen like it,Positive
 I think YOUR blog should`ve been on the list,Neutral
I am going to die tomorrow night.   should be here.,Negative
_08 hell yeah! i missed u last nite  lol do u like my opinion?,Neutral
 Nooooo!  Working this weekend,Negative
 Pair it up with Fringe on Tuesday? That smells like a win imo as well.,Neutral
Last scheduled corn dog oc shift,Neutral
Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,Neutral
"getting ready for the day, out then work till close",Neutral
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,Positive
"i want you to text me first everyday, not me",Neutral
 yeahh  those two times we`ve stood next to each other were special times...,Neutral
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",Negative
 that songs on tays vid  katy perry.,Neutral
 I work for Disney...not all it`s cracked up ta be.,Negative
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,Negative
 broken  I can`t c it,Negative
"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",Neutral
not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,Neutral
 mega burguer was my lunch yesterday,Neutral
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,Neutral
bored. cold. tired. lethargic feeling. Man! great holiday monday!,Neutral
 you might also want to include 'never wear a moonwolf' to that,Neutral
 when i go to the ticketmaster site it says 'no lisa williams events to be found',Neutral
hey guys y did the sun make my day gloomy?,Negative
texting my friends and being bored...   gosh i hate rain!!,Negative
My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original,Neutral
Shopping!,Neutral
 yup its working. they couldn`t recover anything on it though,Negative
rearry rip. Youd never guess what i ate..,Negative
  Well I was following you because I think your interesting ... and I was right,Positive
I`d love too see you were it ,Positive
_andersen thank you Eric!  glad u appreciate that!,Positive
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,Negative
anyone have tickets to the mtv movie awards? some guy scammed me,Negative
"Beyonce helps me through the day, I`m starting to get sick",Neutral
"fine, ill get myself some miso soup down the street",Neutral
nothing to do this evening.. MISSING LIFESTORY,Negative
awesome i just ruined all my white clothes i never remember to separate,Neutral
"It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!",Neutral
" if I skipped, that could get messy   ROFL",Neutral
being a computer geek is entertaining.... i think.,Positive
  I miss you,Negative
 that`s a good sentence,Positive
 D: But it is making people unhappy and I dun like unhappiness,Negative
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,Negative
studying for this **** econ test,Negative
 no problem! i think it`s a great thing to reflect on.,Positive
 yeah...I hope it turns out... 20 more minutes!,Neutral
 I will have to see the unveiling of your new LR arrangement!  Is there an official event planned,Neutral
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,Negative
 I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,Neutral
Yay got the Internet on my itouch working,Neutral
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",Positive
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,Positive
Sleep....take two....this better work!,Positive
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",Negative
I lafff the rain,Neutral
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,Positive
 grrrrrrrrrrrrrr ive barely read any of it,Neutral
http://tinyurl.com/ateltl <-- Rocksteady pt II,Neutral
 WOOHOOO very cool see I knew u would get to see her,Positive
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,Neutral
"  Yes,... I blame you all",Negative
And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,Neutral
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",Negative
wishes happy mothers` day to all moms out there.,Positive
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",Positive
 did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,Neutral
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",Positive
 woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,Neutral
_Guy Me neither  But itÃ¯Â¿Â½s getting better,Positive
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,Positive
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,Neutral
 I`m not sure about this tweet business  Why are the simple things so difficult?,Negative
" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",Neutral
With  walking the streets of Harlem. Home sweet home,Positive
Rod stewart`s new song,Neutral
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,Negative
Momma martini went food shopping without me!!!!,Negative
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",Negative
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,Positive
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",Negative
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,Negative
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,Negative
nachos and the tudors? i think so,Neutral
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,Positive
Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,Neutral
is tired and sad,Negative
They`re gone.,Negative
  What`s all your fault?,Neutral
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,Positive
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,Negative
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Positive
 I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,Neutral
"Won a diamond for my compÃ¯Â¿Â½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrÃ¯Â¿Â½al !!",Positive
"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",Neutral
 Fighter - Christina Aguilera. LOVE that song,Positive
warmed up nicely outside.  sucks being stuck inside coding,Neutral
"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",Neutral
 I know it`s against the law... I am a rebel in small things.,Positive
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",Positive
 BabyLove em homenagem ao Baby D,Positive
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,Negative
I don`t saw the movie,Neutral
 all ur pic it`s so nice  look so cute..oh!!,Positive
"watching a film, recovering from my operation",Positive
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,Negative
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,Negative
"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",Neutral
"School is going to be absolutely horrible today. Peace out, `09",Negative
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,Negative
 sadface,Negative
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,Neutral
_hand Oops! I completely forgot!,Negative
" No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",Neutral
dam i missed hollyoaks 2nite!,Negative
 there`s relisting fees when you don`t complete a sale?  that sucks!,Negative
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,Positive
 I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,Neutral
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,Negative
" Aww Stanley, have you still got him, they can live for like 20 years right?  x",Neutral
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,Positive
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,Positive
" did you go to uga? If so, I liked you better before I knew! Ha!",Positive
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,Negative
I`m feel deflated. Ugh. No more dog.,Negative
"_grant  Hey Donna, lovely to see you on Twitter.",Positive
  read something happy?,Positive
Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,Neutral
CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,Neutral
Well that is nice.  Loving the new Friends organiser too.,Positive
 It is a recession,Neutral
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,Positive
 Can I also have a swirly flat white?,Neutral
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,Positive
 oh poor you  atleast get paid for staying back or?,Neutral
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,Neutral
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,Positive
" lmao, yep",Neutral
Aaaaaaaa!! I hate **** winshit!!,Negative
Ugh i hate not having my car!! i miss you my little ford focus!!!,Negative
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",Positive
I have to go to work.,Neutral
is soo in love with beyonce`s song 'smash into you',Positive
Did it!!  back in pakistan! - http://bkite.com/07kBP,Neutral
 me too  what are you doing?,Neutral
Huge headache...goodnight!!,Neutral
 that sucks,Negative
 that`s what she said?,Neutral
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",Positive
the trip was really great. but i cant belive summers here,Neutral
 - halla!!! doing ok- got a cold but trying to ignore it  how about you?,Neutral
tweeting from ally court for the last time.... its a sad sad moment,Negative
_iddon blerrrrrrrrrrgh. im too hot and all sticky,Negative
having my dinner. eating bangus.  it`s a fish.,Neutral
i feel very ill. i think im dehydrated,Negative
Biology final today. Then home to prepare for psychology.,Neutral
I think Steph will enjoy her first Mother`s Day tomorrow.,Positive
Just got home from school. Doing assignments.,Neutral
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",Positive
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,Positive
 I miss having u as a roommate,Negative
 jersey weather - and good on you for the charity drive!,Positive
" Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask",Neutral
 ~ I`m sure that would make Mr. Koons very happy,Positive
Happy Mother`s day VALK!!,Positive
i know im wrong .. just give me one more chance   sEnti .. :],Neutral
would like to have a gaming system,Positive
 I`ve been here since 3 and i`m here for 8 more hours tomorrow,Neutral
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",Positive
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",Positive
 laze about ! It`s. The bank holiday law,Neutral
Potluck for danielle taking veggie tray. I will miss her,Negative
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",Negative
" time to start unfollowing some people, i think",Neutral
 my  tix are in limbo....as usual  #UPSsucks,Negative
oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy),Neutral
Off to go B&Q for new outdoor furniture,Neutral
Sachie: YNA DOESN`T KNOW OUR PASSWORD YET,Neutral
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,Negative
Why am I having such a hard time falling asleep,Negative
"oh kasa, please lose the hair do",Negative
Im just thinking bout life. I need my bed. My fiance is in bed first,Neutral
Flat tire city,Neutral
I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,Neutral
 hope u did alright on the final,Positive
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",Positive
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,Positive
Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0,Neutral
http://twitpic.com/4wgp2 - Bambi will eat you,Neutral
is at home with a pukey boy! Poor little baby,Negative
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,Positive
 let me know how it goes babe  good luck!,Positive
" Good morning   Been here since 4am, just quiet.  How are you?",Positive
Amazing night at the drive in,Positive
Sam can go shoot her self.,Negative
Midnight ice-cream weather! So **** bored,Negative
 guns and roses baby! yay!  was hopin you would blip.fm it,Positive
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,Negative
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,Negative
"Free for all... good nite I mean its a good nite, wateva",Positive
Pulled in all directions and not knowing where to go,Negative
I`m a senior. I should of been already.,Neutral
"Yea, someone is getting the best of me.",Negative
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,Positive
using yahoo pipes to combine feeds - doable & reliable I guess,Positive
sometimes spam leaks in to the message board.,Neutral
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,Negative
 no cuz i feel the same way....,Neutral
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",Negative
"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it`s time for the review  /Patrick",Neutral
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",Positive
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,Positive
Chirstina said shes gunna twitter more ...no more partners,Neutral
 Some of yr coworkers hogging the jukebox @ Union Jacks.,Neutral
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",Positive
Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,Neutral
Enjoying the cool breeze at the beach. It helps me relax and unwind.,Positive
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,Positive
'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,Neutral
" no, New orleans.. been here since katrina ..",Neutral
"i cant believe that its already friday! omg, what had i done?!",Negative
Alix`s graduation party!,Neutral
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,Positive
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,Positive
 How did you swing those? We didn`t get that close.,Neutral
sucks that i don`t have a drawing tablet!,Negative
Only a month left of high school! Thank God. I am ready for summer,Positive
#musicmonday Nicest Thing from Kate Nash,Positive
i just need to sleep,Neutral
 lucky e went!  jealous!,Negative
Lately i`ve been waking up with the sun in my face but not today..,Neutral
_x it`s only on in glasgow,Neutral
"ha, the first request for sending a paper copy of my thesis",Neutral
not looking forward to driving in this storm.,Negative
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",Positive
 imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,Neutral
 thanks man!  I appreciate it!  You rock sir.,Positive
wants new hair now! Just so frank won`t talk to me,Neutral
want to see him so badly,Negative
"  i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",Neutral
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,Neutral
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,Negative
..where is the song?,Neutral
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",Negative
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,Positive
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",Positive
my day has been so crappy that i just want to cry.,Negative
 i have 2 friends going  so jealous,Negative
sad that will have to leave my beautiful apartment,Neutral
is still craving for a cheeseburger.,Neutral
 you dont say,Neutral
Having a cup of tea  I have a cold so it`s tasting really good!,Positive
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",Positive
 make it full girl 120%,Neutral
 heyy.  how are you?,Neutral
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,Negative
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,Positive
just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,Neutral
 Will have to it`s only across the water and all. Just damned expensive,Negative
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",Negative
and so another week begins. this one has got to be better than the last,Positive
 im following you! im following you! im sorry!  ahhahah i missed you!,Negative
_bear i like you,Positive
ugh i need a job but no one is hiring,Negative
On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,Neutral
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,Negative
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,Negative
 when i have to make a decision like that i always choose Black.....,Neutral
I`m suffering from restless legs and butt syndrome.,Negative
 hey when are you next in the UK?,Neutral
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,Positive
Has got to go to work with a slight hangover gd nite thou,Neutral
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,Positive
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",Negative
staying home because I`m badass.,Positive
 Really bad ones are also classic.,Neutral
I want it to be summer. NOW. why is it sprinkling STILL!?!?,Negative
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,Negative
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,Negative
wake~n~bake monday,Neutral
" I can`t say I`ve tried, but then again, I haven`t tried with a sword either   Not yet, anyway.",Neutral
This weekend has been probably the best and there is still another day to go!!,Positive
 TestFest was weer een groot succes,Positive
No pool today.   Stupid weather.,Negative
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,Neutral
 he not getting off early?,Neutral
I`m going to estonia!  woohoo!!,Neutral
_stjohn That`s what we hope for!,Neutral
I meant looking like a tiger - stupid predictive text,Negative
just finished playing mahjong. I lost $38 to Mag and Weisheng!,Negative
My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!,Neutral
thanks to  and i`m now on twitter!,Positive
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,Negative
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,Positive
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",Negative
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],Negative
I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,Neutral
ipod died today,Negative
 is new van a nice one,Positive
Birthday girl in the house!! Tweet tweet suckas,Negative
My fingers hurt,Negative
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,Positive
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",Negative
_ess Since T will be away - COME TO TUCSON!!!,Neutral
Saw the blink show from the tmobile party. I`m speachless,Neutral
Homework. ew fml. Should I pull an all nighter? I think I`m gonna have to again,Neutral
" when u go, LMK. Let`s go together",Positive
watching my tiny nephew  perfect baby,Positive
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",Positive
I gave up on tumblr because the API isn`t pointing to the private account,Negative
"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",Negative
two o`clock please come faster,Neutral
 : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,Negative
_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,Neutral
walked home in the rain.,Neutral
 ahaha thats okay and thanks,Positive
 and  why are u two fighting.,Neutral
" Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",Positive
" I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",Positive
Watching h&a! Got new photos for myy room  Waiting for Ulise to get home.,Neutral
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,Negative
" If the drive is automatically ejecting supported discs (ie CD-R), and you can`t boot from a disc, it`s time for AppleCare",Neutral
omfg. one of the worst days ever!,Negative
i love the dreambears!.. i want a **** best friend!,Positive
ROFL - me too.,Neutral
_louise  bless ya... I know that feeling all too well!,Positive
Working during graduation. What a shame.,Negative
" Penguins win in OT, probably why you were busy.  One more game to win.",Neutral
 Dang I should have stuck with him in my fantasty picks,Neutral
" ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",Positive
subway  im going to get subway....  love it! ate it often when i was in new zealand....,Positive
" eh, june 15th  are you going to the signing on the 18th, i think it is? x",Neutral
   What are you designing?,Neutral
" or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",Positive
Watching snl because the love of my life is hosting,Positive
11:11 I made a wish,Neutral
Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,Negative
 poor tony  come play scrabble on facebook!,Negative
 awe,Neutral
 follow me??,Neutral
"I love these App things, it be hella awesome bro.",Positive
" Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",Positive
 I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,Positive
I wanna do something tonight after work.... But I dunno what...,Neutral
My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,Negative
Hello TwitterFon. I`m so glad you`re back,Positive
 i think you should follow me. as i only have on follower. stalk me please,Positive
 fingers crossed for you.,Neutral
: Awesome. Tell me if its good. I might watch it,Positive
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",Positive
 not quite as much...hmmm products in US that are not in Canada?? Idk  Do you have covergirl?,Neutral
Almost ready for new Beta.... until we found a showstopping bug   Please standby.,Negative
